Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
2024-03-19,Pettah,Pineapple,89.07,2.7
2024-03-19,Meegoda,TJC mango,113.77,7.4
2024-03-19,Meegoda,Banana,49.41,20.1
2024-03-19,Meegoda,Pineapple,,
2024-03-19,Narahenpita,TJC mango,123.11,11.2
2024-03-19,Narahenpita,Banana,51.71,28.1
2024-03-19,Narahenpita,Pineapple,77.04,3.7
2024-03-19,Embilipitiya,TJC mango,106.62,8.9
2024-03-19,Embilipitiya,Banana,,
2024-03-19,Embilipitiya,Pineapple,61.39,4.1
2024-03-20,Dambulla,TJC mango,113.08,8.9
2024-03-20,Dambulla,Banana,54.96,25.9
2024-03-20,Dambulla,Pineapple,88.15,3.9
2024-03-20,Pettah,TJC mango,136.73,11.0
2024-03-20,Pettah,Banana,60.81,13.5
2024-03-20,Pettah,Pineapple,72.48,3.5
2024-03-20,Meegoda,TJC mango,133.96,6.0
2024-03-20,Meegoda,Banana,62.42,21.7
2024-03-20,Meegoda,Pineapple,68.08,2.5
2024-03-20,Narahenpita,TJC mango,129.78,4.3
2024-03-20,Narahenpita,Banana,65.11,21.7
2024-03-20,Narahenpita,Pineapple,75.86,2.1
2024-03-20,Embilipitiya,TJC mango,102.93,8.9
2024-03-20,Embilipitiya,Banana,65.66,28.0
2024-03-20,Embilipitiya,Pineapple,97.88,4.3
2024-03-21,Dambulla,TJC mango,126.44,2.0
2024-03-21,Dambulla,Banana,64.0,11.3
2024-03-21,Dambulla,Pineapple,82.63,4.0
2024-03-21,Pettah,TJC mango,104.17,6.9
2024-03-21,Pettah,Banana,48.04,11.5
2024-03-21,Pettah,Pineapple,76.24,5.0
2024-03-21,Meegoda,TJC mango,121.02,10.9
2024-03-21,Meegoda,Banana,52.04,22.2
2024-03-21,Meegoda,Pineapple,,
2024-03-21,Narahenpita,TJC mango,97.99,9.3
2024-03-21,Narahenpita,Banana,49.84,13.4
2024-03-21,Narahenpita,Pineapple,90.11,4.7
2024-03-21,Embilipitiya,TJC mango,129.75,6.4
2024-03-21,Embilipitiya,Banana,55.7,22.0
2024-03-21,Embilipitiya,Pineapple,76.64,2.7
2024-03-22,Dambulla,TJC mango,128.79,10.8
2024-03-22,Dambulla,Banana,62.92,20.3
2024-03-22,Dambulla,Pineapple,75.77,3.3
2024-03-22,Pettah,TJC mango,132.53,6.8
2024-03-22,Pettah,Banana,60.3,16.3
2024-03-22,Pettah,Pineapple,74.67,4.1
2024-03-22,Meegoda,TJC mango,127.82,8.8
2024-03-22,Meegoda,Banana,64.41,16.0
2024-03-22,Meegoda,Pineapple,92.35,3.6
2024-03-22,Narahenpita,TJC mango,111.65,9.6
2024-03-22,Narahenpita,Banana,59.72,15.9
2024-03-22,Narahenpita,Pineapple,76.36,3.5
2024-03-22,Embilipitiya,TJC mango,95.39,7.5
2024-03-22,Embilipitiya,Banana,56.0,23.5
2024-03-22,Embilipitiya,Pineapple,,
2024-03-23,Dambulla,TJC mango,126.18,10.4
2024-03-23,Dambulla,Banana,62.97,9.6
2024-03-23,Dambulla,Pineapple,68.89,4.4
2024-03-23,Pettah,TJC mango,104.49,6.9
2024-03-23,Pettah,Banana,56.19,14.3
2024-03-23,Pettah,Pineapple,77.22,3.4
2024-03-23,Meegoda,TJC mango,122.66,6.8
2024-03-23,Meegoda,Banana,51.29,12.9
2024-03-23,Meegoda,Pineapple,66.28,4.1
2024-03-23,Narahenpita,TJC mango,126.24,7.9
2024-03-23,Narahenpita,Banana,58.7,16.3
2024-03-23,Narahenpita,Pineapple,89.13,6.3
2024-03-23,Embilipitiya,TJC mango,134.77,6.6
2024-03-23,Embilipitiya,Banana,61.4,10.3
2024-03-23,Embilipitiya,Pineapple,87.31,4.4
2024-03-24,Dambulla,TJC mango,161.6,5.0
2024-03-24,Dambulla,Banana,64.91,17.2
2024-03-24,Dambulla,Pineapple,55.92,4.1
2024-03-24,Pettah,TJC mango,143.37,8.8
2024-03-24,Pettah,Banana,60.52,13.2
2024-03-24,Pettah,Pineapple,79.21,4.4
2024-03-24,Meegoda,TJC mango,138.2,6.1
2024-03-24,Meegoda,Banana,56.33,15.5
2024-03-24,Meegoda,Pineapple,65.18,4.1
2024-03-24,Narahenpita,TJC mango,127.91,9.1
2024-03-24,Narahenpita,Banana,55.96,17.0
2024-03-24,Narahenpita,Pineapple,78.6,3.3
2024-03-24,Embilipitiya,TJC mango,107.18,7.4
2024-03-24,Embilipitiya,Banana,65.81,17.1
2024-03-24,Embilipitiya,Pineapple,105.58,3.9
2024-03-25,Dambulla,TJC mango,132.27,4.8
2024-03-25,Dambulla,Banana,50.14,18.3
2024-03-25,Dambulla,Pineapple,83.75,3.8
2024-03-25,Pettah,TJC mango,103.71,8.9
2024-03-25,Pettah,Banana,47.89,14.9
2024-03-25,Pettah,Pineapple,45.97,3.8
2024-03-25,Meegoda,TJC mango,101.04,7.7
2024-03-25,Meegoda,Banana,43.65,20.8
2024-03-25,Meegoda,Pineapple,98.59,4.2
2024-03-25,Narahenpita,TJC mango,113.39,7.1
2024-03-25,Narahenpita,Banana,54.08,14.8
2024-03-25,Narahenpita,Pineapple,,
2024-03-25,Embilipitiya,TJC mango,105.25,9.9
2024-03-25,Embilipitiya,Banana,55.44,19.3
2024-03-25,Embilipitiya,Pineapple,63.84,5.6
2024-03-26,Dambulla,TJC mango,127.42,9.3
2024-03-26,Dambulla,Banana,54.64,13.3
2024-03-26,Dambulla,Pineapple,77.79,3.6
2024-03-26,Pettah,TJC mango,107.58,4.9
2024-03-26,Pettah,Banana,53.55,12.7
2024-03-26,Pettah,Pineapple,82.08,2.8
2024-03-26,Meegoda,TJC mango,113.99,5.9
2024-03-26,Meegoda,Banana,68.33,16.6
2024-03-26,Meegoda,Pineapple,77.05,3.4
2024-03-26,Narahenpita,TJC mango,123.57,6.1
2024-03-26,Narahenpita,Banana,62.21,19.2
2024-03-26,Narahenpita,Pineapple,65.58,3.4
2024-03-26,Embilipitiya,TJC mango,122.46,9.6
2024-03-26,Embilipitiya,Banana,67.48,18.1
2024-03-26,Embilipitiya,Pineapple,79.39,5.2
2024-03-27,Dambulla,TJC mango,137.0,6.5
2024-03-27,Dambulla,Banana,60.77,26.8
2024-03-27,Dambulla,Pineapple,81.15,4.6
2024-03-27,Pettah,TJC mango,122.67,7.1
2024-03-27,Pettah,Banana,68.16,20.9
2024-03-27,Pettah,Pineapple,91.81,2.2
2024-03-27,Meegoda,TJC mango,109.66,5.6
2024-03-27,Meegoda,Banana,59.3,8.5
2024-03-27,Meegoda,Pineapple,60.58,4.3
2024-03-27,Narahenpita,TJC mango,127.87,7.8
2024-03-27,Narahenpita,Banana,73.58,19.2
2024-03-27,Narahenpita,Pineapple,93.54,5.1
2024-03-27,Embilipitiya,TJC mango,144.73,8.5
2024-03-27,Embilipitiya,Banana,66.94,14.9
2024-03-27,Embilipitiya,Pineapple,78.38,2.6
2024-03-28,Dambulla,TJC mango,118.84,9.2
2024-03-28,Dambulla,Banana,70.82,12.8
2024-03-28,Dambulla,Pineapple,75.62,3.6
2024-03-28,Pettah,TJC mango,176.99,7.7
2024-03-28,Pettah,Banana,60.61,10.7
2024-03-28,Pettah,Pineapple,87.39,3.3
2024-03-28,Meegoda,TJC mango,,
2024-03-28,Meegoda,Banana,66.77,17.9
2024-03-28,Meegoda,Pineapple,68.33,3.3
2024-03-28,Narahenpita,TJC mango,106.48,7.2
2024-03-28,Narahenpita,Banana,45.54,11.3
2024-03-28,Narahenpita,Pineapple,75.07,4.0
2024-03-28,Embilipitiya,TJC mango,127.89,5.6
2024-03-28,Embilipitiya,Banana,62.02,16.0
2024-03-28,Embilipitiya,Pineapple,87.99,3.8
2024-03-29,Dambulla,TJC mango,100.87,8.4
2024-03-29,Dambulla,Banana,52.02,19.7
2024-03-29,Dambulla,Pineapple,90.06,2.6
2024-03-29,Pettah,TJC mango,118.81,10.3
2024-03-29,Pettah,Banana,61.8,12.2
2024-03-29,Pettah,Pineapple,78.35,3.1
2024-03-29,Meegoda,TJC mango,129.38,9.8
2024-03-29,Meegoda,Banana,55.47,13.5
2024-03-29,Meegoda,Pineapple,81.76,5.0
2024-03-29,Narahenpita,TJC mango,138.29,3.9
2024-03-29,Narahenpita,Banana,64.28,14.7
2024-03-29,Narahenpita,Pineapple,82.46,4.1
2024-03-29,Embilipitiya,TJC mango,150.47,9.9
2024-03-29,Embilipitiya,Banana,48.08,11.8
2024-03-29,Embilipitiya,Pineapple,82.56,4.7
2024-03-30,Dambulla,TJC mango,127.3,6.5
2024-03-30,Dambulla,Banana,63.05,14.2
2024-03-30,Dambulla,Pineapple,72.34,4.7
2024-03-30,Pettah,TJC mango,120.5,9.2
2024-03-30,Pettah,Banana,76.2,27.2
2024-03-30,Pettah,Pineapple,95.21,7.0
2024-03-30,Meegoda,TJC mango,110.8,2.2
2024-03-30,Meegoda,Banana,65.68,20.7
2024-03-30,Meegoda,Pineapple,83.57,4.0
2024-03-30,Narahenpita,TJC mango,127.58,9.3
2024-03-30,Narahenpita,Banana,54.75,22.8
2024-03-30,Narahenpita,Pineapple,66.31,6.3
2024-03-30,Embilipitiya,TJC mango,114.85,9.4
2024-03-30,Embilipitiya,Banana,53.83,22.6
2024-03-30,Embilipitiya,Pineapple,73.95,3.7
2024-03-31,Dambulla,TJC mango,132.45,5.1
2024-03-31,Dambulla,Banana,67.26,19.1
2024-03-31,Dambulla,Pineapple,84.79,3.8
2024-03-31,Pettah,TJC mango,117.2,5.5
2024-03-31,Pettah,Banana,51.68,22.6
2024-03-31,Pettah,Pineapple,77.05,4.7
2024-03-31,Meegoda,TJC mango,140.18,3.4
2024-03-31,Meegoda,Banana,55.42,24.5
2024-03-31,Meegoda,Pineapple,80.46,3.7
2024-03-31,Narahenpita,TJC mango,137.54,9.1
2024-03-31,Narahenpita,Banana,53.32,12.5
2024-03-31,Narahenpita,Pineapple,69.12,3.8
2024-03-31,Embilipitiya,TJC mango,137.43,6.3
2024-03-31,Embilipitiya,Banana,54.2,21.5
2024-03-31,Embilipitiya,Pineapple,81.81,3.0
2024-04-01,Dambulla,TJC mango,104.9,8.3
2024-04-01,Dambulla,Banana,44.52,12.9
2024-04-01,Dambulla,Pineapple,78.61,4.2
2024-04-01,Pettah,TJC mango,121.14,10.5
2024-04-01,Pettah,Banana,65.08,14.8
2024-04-01,Pettah,Pineapple,72.74,4.0
2024-04-01,Meegoda,TJC mango,146.31,5.6
2024-04-01,Meegoda,Banana,64.43,18.4
2024-04-01,Meegoda,Pineapple,78.53,3.1
2024-04-01,Narahenpita,TJC mango,126.54,11.5
2024-04-01,Narahenpita,Banana,69.09,18.0
2024-04-01,Narahenpita,Pineapple,81.63,4.4
2024-04-01,Embilipitiya,TJC mango,125.21,10.9
2024-04-01,Embilipitiya,Banana,53.61,15.3
2024-04-01,Embilipitiya,Pineapple,78.35,4.0
2024-04-02,Dambulla,TJC mango,124.68,10.9
2024-04-02,Dambulla,Banana,45.24,20.1
2024-04-02,Dambulla,Pineapple,85.21,5.2
2024-04-02,Pettah,TJC mango,110.57,7.7
2024-04-02,Pettah,Banana,56.35,26.7
2024-04-02,Pettah,Pineapple,89.01,5.5
2024-04-02,Meegoda,TJC mango,116.39,6.9
2024-04-02,Meegoda,Banana,60.44,22.0
2024-04-02,Meegoda,Pineapple,87.26,4.8
2024-04-02,Narahenpita,TJC mango,128.17,9.8
2024-04-02,Narahenpita,Banana,52.44,20.8
2024-04-02,Narahenpita,Pineapple,55.08,4.7
2024-04-02,Embilipitiya,TJC mango,147.17,5.9
2024-04-02,Embilipitiya,Banana,58.66,21.5
2024-04-02,Embilipitiya,Pineapple,75.01,5.5
2024-04-03,Dambulla,TJC mango,86.79,10.8
2024-04-03,Dambulla,Banana,53.43,20.3
2024-04-03,Dambulla,Pineapple,87.14,3.7
2024-04-03,Pettah,TJC mango,,
2024-04-03,Pettah,Banana,73.22,25.1
2024-04-03,Pettah,Pineapple,83.26,5.5
2024-04-03,Meegoda,TJC mango,123.4,11.4
2024-04-03,Meegoda,Banana,,
2024-04-03,Meegoda,Pineapple,87.81,3.1
2024-04-03,Narahenpita,TJC mango,120.64,9.9
2024-04-03,Narahenpita,Banana,56.91,20.8
2024-04-03,Narahenpita,Pineapple,78.44,4.3
2024-04-03,Embilipitiya,TJC mango,127.26,4.0
2024-04-03,Embilipitiya,Banana,64.25,14.4
2024-04-03,Embilipitiya,Pineapple,73.94,2.5
2024-04-04,Dambulla,TJC mango,116.89,7.0
2024-04-04,Dambulla,Banana,44.85,17.4
2024-04-04,Dambulla,Pineapple,74.45,3.5
2024-04-04,Pettah,TJC mango,105.52,7.0
2024-04-04,Pettah,Banana,56.22,16.9
2024-04-04,Pettah,Pineapple,76.97,3.2
2024-04-04,Meegoda,TJC mango,134.32,6.0
2024-04-04,Meegoda,Banana,57.1,23.6
2024-04-04,Meegoda,Pineapple,85.15,2.8
2024-04-04,Narahenpita,TJC mango,118.61,7.6
2024-04-04,Narahenpita,Banana,61.52,9.0
2024-04-04,Narahenpita,Pineapple,76.87,2.4
2024-04-04,Embilipitiya,TJC mango,142.44,7.8
2024-04-04,Embilipitiya,Banana,63.58,19.6
2024-04-04,Embilipitiya,Pineapple,86.46,4.1
2024-04-05,Dambulla,TJC mango,,
2024-04-05,Dambulla,Banana,59.55,17.2
2024-04-05,Dambulla,Pineapple,65.65,3.7
2024-04-05,Pettah,TJC mango,112.75,6.5
2024-04-05,Pettah,Banana,65.04,20.3
2024-04-05,Pettah,Pineapple,88.91,4.0
2024-04-05,Meegoda,TJC mango,115.03,10.2
2024-04-05,Meegoda,Banana,50.03,7.0
2024-04-05,Meegoda,Pineapple,75.15,4.9
2024-04-05,Narahenpita,TJC mango,128.04,7.5
2024-04-05,Narahenpita,Banana,63.12,24.5
2024-04-05,Narahenpita,Pineapple,86.87,4.2
2024-04-05,Embilipitiya,TJC mango,130.52,7.3
2024-04-05,Embilipitiya,Banana,68.12,20.3
2024-04-05,Embilipitiya,Pineapple,65.04,1.7
2024-04-06,Dambulla,TJC mango,107.08,9.7
2024-04-06,Dambulla,Banana,65.73,12.6
2024-04-06,Dambulla,Pineapple,69.48,3.2
2024-04-06,Pettah,TJC mango,95.51,6.7
2024-04-06,Pettah,Banana,61.28,17.7
2024-04-06,Pettah,Pineapple,91.85,4.1
2024-04-06,Meegoda,TJC mango,101.36,5.7
2024-04-06,Meegoda,Banana,61.5,12.6
2024-04-06,Meegoda,Pineapple,88.4,3.2
2024-04-06,Narahenpita,TJC mango,105.9,10.6
2024-04-06,Narahenpita,Banana,64.24,20.6
2024-04-06,Narahenpita,Pineapple,71.6,3.3
2024-04-06,Embilipitiya,TJC mango,129.71,5.2
2024-04-06,Embilipitiya,Banana,54.96,20.5
2024-04-06,Embilipitiya,Pineapple,64.97,4.0
2024-04-07,Dambulla,TJC mango,139.66,7.3
2024-04-07,Dambulla,Banana,69.45,20.1
2024-04-07,Dambulla,Pineapple,86.31,4.8
2024-04-07,Pettah,TJC mango,96.12,7.7
2024-04-07,Pettah,Banana,57.43,20.6
2024-04-07,Pettah,Pineapple,64.14,4.9
2024-04-07,Meegoda,TJC mango,101.67,9.9
2024-04-07,Meegoda,Banana,60.08,12.4
2024-04-07,Meegoda,Pineapple,87.54,3.7
2024-04-07,Narahenpita,TJC mango,113.98,9.2
2024-04-07,Narahenpita,Banana,57.24,14.2
2024-04-07,Narahenpita,Pineapple,82.76,5.3
2024-04-07,Embilipitiya,TJC mango,117.45,10.9
2024-04-07,Embilipitiya,Banana,48.24,18.4
2024-04-07,Embilipitiya,Pineapple,69.0,4.7
2024-04-08,Dambulla,TJC mango,106.68,10.0
2024-04-08,Dambulla,Banana,58.25,20.8
2024-04-08,Dambulla,Pineapple,81.13,3.8
2024-04-08,Pettah,TJC mango,97.48,6.7
2024-04-08,Pettah,Banana,67.84,16.8
2024-04-08,Pettah,Pineapple,88.9,5.2
2024-04-08,Meegoda,TJC mango,109.7,5.3
2024-04-08,Meegoda,Banana,64.33,14.8
2024-04-08,Meegoda,Pineapple,98.25,4.1
2024-04-08,Narahenpita,TJC mango,128.65,7.1
2024-04-08,Narahenpita,Banana,61.67,13.7
2024-04-08,Narahenpita,Pineapple,84.94,3.9
2024-04-08,Embilipitiya,TJC mango,110.56,6.3
2024-04-08,Embilipitiya,Banana,67.57,24.5
2024-04-08,Embilipitiya,Pineapple,53.62,4.3
2024-04-09,Dambulla,TJC mango,137.31,9.8
2024-04-09,Dambulla,Banana,78.47,17.2
2024-04-09,Dambulla,Pineapple,66.07,5.5
2024-04-09,Pettah,TJC mango,107.92,9.0
2024-04-09,Pettah,Banana,68.15,13.9
2024-04-09,Pettah,Pineapple,83.73,2.8
2024-04-09,Meegoda,TJC mango,111.15,5.8
2024-04-09,Meegoda,Banana,64.74,23.0
2024-04-09,Meegoda,Pineapple,60.79,2.2
2024-04-09,Narahenpita,TJC mango,133.09,6.7
2024-04-09,Narahenpita,Banana,65.9,36.1
2024-04-09,Narahenpita,Pineapple,79.19,4.3
2024-04-09,Embilipitiya,TJC mango,136.81,4.3
2024-04-09,Embilipitiya,Banana,59.31,21.5
2024-04-09,Embilipitiya,Pineapple,75.81,3.3
2024-04-10,Dambulla,TJC mango,112.51,5.1
2024-04-10,Dambulla,Banana,50.99,25.0
2024-04-10,Dambulla,Pineapple,81.06,2.7
2024-04-10,Pettah,TJC mango,115.63,7.2
2024-04-10,Pettah,Banana,58.3,16.3
2024-04-10,Pettah,Pineapple,65.41,4.6
2024-04-10,Meegoda,TJC mango,85.34,13.7
2024-04-10,Meegoda,Banana,58.74,12.1
2024-04-10,Meegoda,Pineapple,85.66,3.8
2024-04-10,Narahenpita,TJC mango,128.2,3.7
2024-04-10,Narahenpita,Banana,52.76,16.8
2024-04-10,Narahenpita,Pineapple,67.81,2.8
2024-04-10,Embilipitiya,TJC mango,147.5,8.7
2024-04-10,Embilipitiya,Banana,62.08,20.6
2024-04-10,Embilipitiya,Pineapple,79.1,2.9
2024-04-11,Dambulla,TJC mango,140.71,6.3
2024-04-11,Dambulla,Banana,62.34,15.5
2024-04-11,Dambulla,Pineapple,69.76,3.9
2024-04-11,Pettah,TJC mango,102.94,5.6
2024-04-11,Pettah,Banana,59.14,8.3
2024-04-11,Pettah,Pineapple,80.53,3.8
2024-04-11,Meegoda,TJC mango,106.01,6.0
2024-04-11,Meegoda,Banana,67.53,17.1
2024-04-11,Meegoda,Pineapple,88.69,4.3
2024-04-11,Narahenpita,TJC mango,109.31,8.8
2024-04-11,Narahenpita,Banana,68.32,6.6
2024-04-11,Narahenpita,Pineapple,,
2024-04-11,Embilipitiya,TJC mango,100.48,5.3
2024-04-11,Embilipitiya,Banana,71.83,21.1
2024-04-11,Embilipitiya,Pineapple,88.6,3.1
2024-04-12,Dambulla,TJC mango,138.2,7.9
2024-04-12,Dambulla,Banana,65.63,19.8
2024-04-12,Dambulla,Pineapple,80.47,3.3
2024-04-12,Pettah,TJC mango,137.98,6.4
2024-04-12,Pettah,Banana,51.55,12.3
2024-04-12,Pettah,Pineapple,72.72,2.6
2024-04-12,Meegoda,TJC mango,101.27,6.3
2024-04-12,Meegoda,Banana,59.52,17.6
2024-04-12,Meegoda,Pineapple,71.66,4.0
2024-04-12,Narahenpita,TJC mango,117.32,9.7
2024-04-12,Narahenpita,Banana,50.98,15.6
2024-04-12,Narahenpita,Pineapple,70.5,4.0
2024-04-12,Embilipitiya,TJC mango,127.56,7.6
2024-04-12,Embilipitiya,Banana,61.53,15.2
2024-04-12,Embilipitiya,Pineapple,76.24,4.9
2024-04-13,Dambulla,TJC mango,121.57,3.7
2024-04-13,Dambulla,Banana,48.2,26.2
2024-04-13,Dambulla,Pineapple,73.99,4.1
2024-04-13,Pettah,TJC mango,100.58,7.5
2024-04-13,Pettah,Banana,58.76,19.7
2024-04-13,Pettah,Pineapple,89.11,4.1
2024-04-13,Meegoda,TJC mango,79.91,4.7
2024-04-13,Meegoda,Banana,53.66,16.8
2024-04-13,Meegoda,Pineapple,80.02,4.6
2024-04-13,Narahenpita,TJC mango,150.54,10.8
2024-04-13,Narahenpita,Banana,60.29,19.7
2024-04-13,Narahenpita,Pineapple,72.53,4.3
2024-04-13,Embilipitiya,TJC mango,120.84,8.9
2024-04-13,Embilipitiya,Banana,58.86,18.4
2024-04-13,Embilipitiya,Pineapple,89.18,4.4
2024-04-14,Dambulla,TJC mango,110.66,12.4
2024-04-14,Dambulla,Banana,60.3,19.5
2024-04-14,Dambulla,Pineapple,94.41,4.2
2024-04-14,Pettah,TJC mango,123.64,6.7
2024-04-14,Pettah,Banana,61.04,11.9
2024-04-14,Pettah,Pineapple,,
2024-04-14,Meegoda,TJC mango,97.96,8.4
2024-04-14,Meegoda,Banana,55.9,19.8
2024-04-14,Meegoda,Pineapple,85.72,4.2
2024-04-14,Narahenpita,TJC mango,142.67,13.2
2024-04-14,Narahenpita,Banana,73.25,16.5
2024-04-14,Narahenpita,Pineapple,,
2024-04-14,Embilipitiya,TJC mango,131.07,4.7
2024-04-14,Embilipitiya,Banana,46.87,26.1
2024-04-14,Embilipitiya,Pineapple,69.12,5.4
2024-04-15,Dambulla,TJC mango,114.43,10.3
2024-04-15,Dambulla,Banana,53.04,14.9
2024-04-15,Dambulla,Pineapple,71.63,4.0
2024-04-15,Pettah,TJC mango,109.79,8.3
2024-04-15,Pettah,Banana,74.97,15.6
2024-04-15,Pettah,Pineapple,89.8,3.6
2024-04-15,Meegoda,TJC mango,115.43,8.5
2024-04-15,Meegoda,Banana,56.13,21.7
2024-04-15,Meegoda,Pineapple,87.22,5.9
2024-04-15,Narahenpita,TJC mango,130.22,7.5
2024-04-15,Narahenpita,Banana,71.04,19.6
2024-04-15,Narahenpita,Pineapple,76.16,5.5
2024-04-15,Embilipitiya,TJC mango,106.59,9.3
2024-04-15,Embilipitiya,Banana,48.69,12.1
2024-04-15,Embilipitiya,Pineapple,94.37,3.7
2024-04-16,Dambulla,TJC mango,104.81,9.5
2024-04-16,Dambulla,Banana,57.13,19.3
2024-04-16,Dambulla,Pineapple,98.13,4.1
2024-04-16,Pettah,TJC mango,,
2024-04-16,Pettah,Banana,65.46,15.6
2024-04-16,Pettah,Pineapple,80.12,5.0
2024-04-16,Meegoda,TJC mango,142.78,6.5
2024-04-16,Meegoda,Banana,56.64,22.4
2024-04-16,Meegoda,Pineapple,77.35,3.3
2024-04-16,Narahenpita,TJC mango,125.95,8.1
2024-04-16,Narahenpita,Banana,69.53,21.2
2024-04-16,Narahenpita,Pineapple,69.13,6.0
2024-04-16,Embilipitiya,TJC mango,96.22,6.9
2024-04-16,Embilipitiya,Banana,52.56,15.3
2024-04-16,Embilipitiya,Pineapple,82.35,2.7
2024-04-17,Dambulla,TJC mango,132.1,10.7
2024-04-17,Dambulla,Banana,62.84,13.0
2024-04-17,Dambulla,Pineapple,95.95,5.2
2024-04-17,Pettah,TJC mango,118.47,4.5
2024-04-17,Pettah,Banana,66.38,21.8
2024-04-17,Pettah,Pineapple,76.75,2.8
2024-04-17,Meegoda,TJC mango,137.41,9.4
2024-04-17,Meegoda,Banana,53.22,16.7
2024-04-17,Meegoda,Pineapple,71.97,4.0
2024-04-17,Narahenpita,TJC mango,111.42,8.0
2024-04-17,Narahenpita,Banana,70.33,16.6
2024-04-17,Narahenpita,Pineapple,77.22,5.6
2024-04-17,Embilipitiya,TJC mango,142.4,12.5
2024-04-17,Embilipitiya,Banana,54.63,16.3
2024-04-17,Embilipitiya,Pineapple,92.13,5.1
2024-04-18,Dambulla,TJC mango,113.1,10.2
2024-04-18,Dambulla,Banana,54.7,23.4
2024-04-18,Dambulla,Pineapple,70.08,3.2
2024-04-18,Pettah,TJC mango,95.46,5.9
2024-04-18,Pettah,Banana,55.75,17.2
2024-04-18,Pettah,Pineapple,88.98,3.5
2024-04-18,Meegoda,TJC mango,105.68,7.0
2024-04-18,Meegoda,Banana,61.12,20.9
2024-04-18,Meegoda,Pineapple,67.69,3.5
2024-04-18,Narahenpita,TJC mango,121.94,11.5
2024-04-18,Narahenpita,Banana,60.0,17.8
2024-04-18,Narahenpita,Pineapple,85.51,4.3
2024-04-18,Embilipitiya,TJC mango,160.99,8.4
2024-04-18,Embilipitiya,Banana,46.73,18.9
2024-04-18,Embilipitiya,Pineapple,69.43,3.0
2024-04-19,Dambulla,TJC mango,120.11,7.1
2024-04-19,Dambulla,Banana,62.67,25.2
2024-04-19,Dambulla,Pineapple,70.01,3.6
2024-04-19,Pettah,TJC mango,132.3,5.9
2024-04-19,Pettah,Banana,52.47,21.5
2024-04-19,Pettah,Pineapple,88.25,4.0
2024-04-19,Meegoda,TJC mango,106.34,5.4
2024-04-19,Meegoda,Banana,53.03,29.5
2024-04-19,Meegoda,Pineapple,87.67,4.7
2024-04-19,Narahenpita,TJC mango,102.38,7.9
2024-04-19,Narahenpita,Banana,60.58,19.9
2024-04-19,Narahenpita,Pineapple,88.24,4.9
2024-04-19,Embilipitiya,TJC mango,138.86,9.5
2024-04-19,Embilipitiya,Banana,64.49,16.6
2024-04-19,Embilipitiya,Pineapple,90.94,6.3
2024-04-20,Dambulla,TJC mango,132.43,7.5
2024-04-20,Dambulla,Banana,63.32,18.6
2024-04-20,Dambulla,Pineapple,80.53,3.6
2024-04-20,Pettah,TJC mango,125.04,4.2
2024-04-20,Pettah,Banana,68.72,10.8
2024-04-20,Pettah,Pineapple,83.73,4.5
2024-04-20,Meegoda,TJC mango,118.89,6.7
2024-04-20,Meegoda,Banana,62.13,27.0
2024-04-20,Meegoda,Pineapple,86.59,4.1
2024-04-20,Narahenpita,TJC mango,94.25,8.2
2024-04-20,Narahenpita,Banana,53.73,16.7
2024-04-20,Narahenpita,Pineapple,81.02,3.7
2024-04-20,Embilipitiya,TJC mango,125.59,7.7
2024-04-20,Embilipitiya,Banana,70.53,15.7
2024-04-20,Embilipitiya,Pineapple,80.6,4.7
2024-04-21,Dambulla,TJC mango,104.14,6.6
2024-04-21,Dambulla,Banana,48.75,14.3
2024-04-21,Dambulla,Pineapple,97.82,4.5
2024-04-21,Pettah,TJC mango,100.77,5.9
2024-04-21,Pettah,Banana,63.79,8.1
2024-04-21,Pettah,Pineapple,76.44,6.0
2024-04-21,Meegoda,TJC mango,109.31,10.9
2024-04-21,Meegoda,Banana,67.2,20.9
2024-04-21,Meegoda,Pineapple,80.08,4.6
2024-04-21,Narahenpita,TJC mango,97.34,10.2
2024-04-21,Narahenpita,Banana,59.92,14.9
2024-04-21,Narahenpita,Pineapple,74.86,2.8
2024-04-21,Embilipitiya,TJC mango,118.2,6.5
2024-04-21,Embilipitiya,Banana,50.36,10.1
2024-04-21,Embilipitiya,Pineapple,72.56,3.4
2024-04-22,Dambulla,TJC mango,,
2024-04-22,Dambulla,Banana,75.68,15.2
2024-04-22,Dambulla,Pineapple,69.0,3.2
2024-04-22,Pettah,TJC mango,135.95,5.2
2024-04-22,Pettah,Banana,63.2,22.4
2024-04-22,Pettah,Pineapple,71.99,2.8
2024-04-22,Meegoda,TJC mango,114.13,4.0
2024-04-22,Meegoda,Banana,58.34,12.6
2024-04-22,Meegoda,Pineapple,89.42,2.2
2024-04-22,Narahenpita,TJC mango,107.07,8.4
2024-04-22,Narahenpita,Banana,73.54,27.8
2024-04-22,Narahenpita,Pineapple,80.02,5.3
2024-04-22,Embilipitiya,TJC mango,110.4,6.7
2024-04-22,Embilipitiya,Banana,57.41,30.1
2024-04-22,Embilipitiya,Pineapple,81.86,4.0
2024-04-23,Dambulla,TJC mango,120.09,7.3
2024-04-23,Dambulla,Banana,60.05,11.8
2024-04-23,Dambulla,Pineapple,90.85,3.8
2024-04-23,Pettah,TJC mango,133.42,10.3
2024-04-23,Pettah,Banana,59.44,19.3
