Date,Economic Center,Fruit,Average Price (LKR/kg),Quantity Exposed (metric tons)
3/20/2022,Embilipitiya,TJC mango,140.26,11.9
3/20/2022,Embilipitiya,Banana,54.38,8.2
3/20/2022,Embilipitiya,Pineapple,62.04,4.3
3/21/2022,Dambulla,TJC mango,90.99,2.2
3/21/2022,Dambulla,Banana,47.38,21.7
3/21/2022,Dambulla,Pineapple,50.66,3.9
3/21/2022,Pettah,TJC mango,98.85,8.9
3/21/2022,Pettah,Banana,58.46,14.8
3/21/2022,Pettah,Pineapple,53.23,3.4
3/21/2022,Meegoda,TJC mango,113.37,7.5
3/21/2022,Meegoda,Banana,58.94,9.4
3/21/2022,Meegoda,Pineapple,81.72,5.2
3/21/2022,Narahenpita,TJC mango,118.21,8.2
3/21/2022,Narahenpita,Banana,60.63,21.7
3/21/2022,Narahenpita,Pineapple,60.51,4.2
3/21/2022,Embilipitiya,TJC mango,93.3,6.2
3/21/2022,Embilipitiya,Banana,,
3/21/2022,Embilipitiya,Pineapple,85.66,3.2
3/22/2022,Dambulla,TJC mango,136.95,7.7
3/22/2022,Dambulla,Banana,48.82,12.6
3/22/2022,Dambulla,Pineapple,93.9,3.2
3/22/2022,Pettah,TJC mango,127.91,10.6
3/22/2022,Pettah,Banana,67.37,9.8
3/22/2022,Pettah,Pineapple,71.32,3.5
3/22/2022,Meegoda,TJC mango,133.36,7.4
3/22/2022,Meegoda,Banana,54.35,19.8
3/22/2022,Meegoda,Pineapple,84.13,2.6
3/22/2022,Narahenpita,TJC mango,,
3/22/2022,Narahenpita,Banana,64.16,5
3/22/2022,Narahenpita,Pineapple,84.36,2.5
3/22/2022,Embilipitiya,TJC mango,102.22,9
3/22/2022,Embilipitiya,Banana,53.67,20.4
3/22/2022,Embilipitiya,Pineapple,78.41,4.6
3/23/2022,Dambulla,TJC mango,140.31,8.7
3/23/2022,Dambulla,Banana,71.16,20.9
3/23/2022,Dambulla,Pineapple,83.08,3.4
3/23/2022,Pettah,TJC mango,129.66,5.4
3/23/2022,Pettah,Banana,51.79,17.7
3/23/2022,Pettah,Pineapple,88.97,6.3
3/23/2022,Meegoda,TJC mango,114.68,10.1
3/23/2022,Meegoda,Banana,50.43,19.4
3/23/2022,Meegoda,Pineapple,67.25,3.3
3/23/2022,Narahenpita,TJC mango,134.13,7.8
3/23/2022,Narahenpita,Banana,62.35,22.5
3/23/2022,Narahenpita,Pineapple,84.33,3.6
3/23/2022,Embilipitiya,TJC mango,125.66,7.8
3/23/2022,Embilipitiya,Banana,62.11,14.7
3/23/2022,Embilipitiya,Pineapple,83.74,5.5
3/24/2022,Dambulla,TJC mango,92.76,11.4
3/24/2022,Dambulla,Banana,62.07,16.5
3/24/2022,Dambulla,Pineapple,92.72,4.7
3/24/2022,Pettah,TJC mango,133.26,6.9
3/24/2022,Pettah,Banana,54.33,19.3
3/24/2022,Pettah,Pineapple,87.66,3.9
3/24/2022,Meegoda,TJC mango,116.82,4.4
3/24/2022,Meegoda,Banana,55.75,23.5
3/24/2022,Meegoda,Pineapple,78.55,5.2
3/24/2022,Narahenpita,TJC mango,96.89,6
3/24/2022,Narahenpita,Banana,48.78,19.2
3/24/2022,Narahenpita,Pineapple,82.95,4.2
3/24/2022,Embilipitiya,TJC mango,116.89,8
3/24/2022,Embilipitiya,Banana,62.96,24.2
3/24/2022,Embilipitiya,Pineapple,75.51,4.5
3/25/2022,Dambulla,TJC mango,147.89,6.7
3/25/2022,Dambulla,Banana,44.18,21.8
3/25/2022,Dambulla,Pineapple,69.52,4.4
3/25/2022,Pettah,TJC mango,101.35,10
3/25/2022,Pettah,Banana,55.2,25.5
3/25/2022,Pettah,Pineapple,59.74,3.4
3/25/2022,Meegoda,TJC mango,133.32,7.5
3/25/2022,Meegoda,Banana,68.97,17.4
3/25/2022,Meegoda,Pineapple,72.21,3.3
3/25/2022,Narahenpita,TJC mango,144.27,6.9
3/25/2022,Narahenpita,Banana,70.47,17.2
3/25/2022,Narahenpita,Pineapple,70.28,4.8
3/25/2022,Embilipitiya,TJC mango,101.72,9.3
3/25/2022,Embilipitiya,Banana,72.27,22.1
3/25/2022,Embilipitiya,Pineapple,94.56,4.5
3/26/2022,Dambulla,TJC mango,100.1,7.9
3/26/2022,Dambulla,Banana,53.74,10.3
3/26/2022,Dambulla,Pineapple,82.39,3.7
3/26/2022,Pettah,TJC mango,116.9,7.9
3/26/2022,Pettah,Banana,69.43,15.7
3/26/2022,Pettah,Pineapple,63.47,4
3/26/2022,Meegoda,TJC mango,130.96,8.9
3/26/2022,Meegoda,Banana,52.13,13.5
3/26/2022,Meegoda,Pineapple,79.7,4.1
3/26/2022,Narahenpita,TJC mango,158.83,8.5
3/26/2022,Narahenpita,Banana,53.6,10.1
3/26/2022,Narahenpita,Pineapple,84.06,3
3/26/2022,Embilipitiya,TJC mango,134.1,7.1
3/26/2022,Embilipitiya,Banana,49.34,18
3/26/2022,Embilipitiya,Pineapple,87,5.6
3/27/2022,Dambulla,TJC mango,116.31,6.6
3/27/2022,Dambulla,Banana,61.09,21.5
3/27/2022,Dambulla,Pineapple,70.74,4.3
3/27/2022,Pettah,TJC mango,105.84,5.2
3/27/2022,Pettah,Banana,66.74,16
3/27/2022,Pettah,Pineapple,81.53,5
3/27/2022,Meegoda,TJC mango,134.49,7.5
3/27/2022,Meegoda,Banana,77.92,18.2
3/27/2022,Meegoda,Pineapple,71.02,2.1
3/27/2022,Narahenpita,TJC mango,112.83,8.7
3/27/2022,Narahenpita,Banana,50.35,15.6
3/27/2022,Narahenpita,Pineapple,84.39,5.8
3/27/2022,Embilipitiya,TJC mango,125.29,6.5
3/27/2022,Embilipitiya,Banana,51.51,18.5
3/27/2022,Embilipitiya,Pineapple,87.83,4
3/28/2022,Dambulla,TJC mango,140.75,7.4
3/28/2022,Dambulla,Banana,59.85,13.3
3/28/2022,Dambulla,Pineapple,74.29,4.6
3/28/2022,Pettah,TJC mango,116.58,9.6
3/28/2022,Pettah,Banana,57.28,16.4
3/28/2022,Pettah,Pineapple,73.12,5.2
3/28/2022,Meegoda,TJC mango,115.84,6.6
3/28/2022,Meegoda,Banana,64.12,17
3/28/2022,Meegoda,Pineapple,84.58,4.3
3/28/2022,Narahenpita,TJC mango,115.03,5.1
3/28/2022,Narahenpita,Banana,66.16,10.4
3/28/2022,Narahenpita,Pineapple,86,3.3
3/28/2022,Embilipitiya,TJC mango,116.72,11.5
3/28/2022,Embilipitiya,Banana,57.64,16.9
3/28/2022,Embilipitiya,Pineapple,76.19,2.4
3/29/2022,Dambulla,TJC mango,129.24,5.5
3/29/2022,Dambulla,Banana,65.05,21.8
3/29/2022,Dambulla,Pineapple,82.64,3.6
3/29/2022,Pettah,TJC mango,113.41,5.8
3/29/2022,Pettah,Banana,73.15,5.1
3/29/2022,Pettah,Pineapple,78.94,4.1
3/29/2022,Meegoda,TJC mango,127.94,7.1
3/29/2022,Meegoda,Banana,58.68,16.8
3/29/2022,Meegoda,Pineapple,79.99,4.5
3/29/2022,Narahenpita,TJC mango,123.18,5
3/29/2022,Narahenpita,Banana,59.13,18.1
3/29/2022,Narahenpita,Pineapple,94.4,4.5
3/29/2022,Embilipitiya,TJC mango,93.94,11
3/29/2022,Embilipitiya,Banana,47.53,11.5
3/29/2022,Embilipitiya,Pineapple,79.14,5
3/30/2022,Dambulla,TJC mango,106.5,10
3/30/2022,Dambulla,Banana,53.47,8.6
3/30/2022,Dambulla,Pineapple,72.99,3.6
3/30/2022,Pettah,TJC mango,129.58,8.1
3/30/2022,Pettah,Banana,63.01,9.1
3/30/2022,Pettah,Pineapple,85.23,3.9
3/30/2022,Meegoda,TJC mango,112.97,10
3/30/2022,Meegoda,Banana,,
3/30/2022,Meegoda,Pineapple,66.15,5.5
3/30/2022,Narahenpita,TJC mango,119.12,10.2
3/30/2022,Narahenpita,Banana,54.97,15.3
3/30/2022,Narahenpita,Pineapple,99.57,3.6
3/30/2022,Embilipitiya,TJC mango,113.72,12.6
3/30/2022,Embilipitiya,Banana,59.14,14.1
3/30/2022,Embilipitiya,Pineapple,81.2,4.5
3/31/2022,Dambulla,TJC mango,114.35,7.2
3/31/2022,Dambulla,Banana,77.03,13.9
3/31/2022,Dambulla,Pineapple,89.1,4.5
3/31/2022,Pettah,TJC mango,126.92,4.6
3/31/2022,Pettah,Banana,53.85,16.9
3/31/2022,Pettah,Pineapple,80.43,4.9
3/31/2022,Meegoda,TJC mango,116.79,10.5
3/31/2022,Meegoda,Banana,58.86,23.9
3/31/2022,Meegoda,Pineapple,89.74,3.4
3/31/2022,Narahenpita,TJC mango,131.14,6.9
3/31/2022,Narahenpita,Banana,46.25,23.9
3/31/2022,Narahenpita,Pineapple,70.88,3.1
3/31/2022,Embilipitiya,TJC mango,130.73,6.4
3/31/2022,Embilipitiya,Banana,57.46,21.8
3/31/2022,Embilipitiya,Pineapple,79.1,3.6
4/1/2022,Dambulla,TJC mango,112.89,8.9
4/1/2022,Dambulla,Banana,62.71,18.6
4/1/2022,Dambulla,Pineapple,69.08,4.6
4/1/2022,Pettah,TJC mango,142.27,6.9
4/1/2022,Pettah,Banana,70.01,14.5
4/1/2022,Pettah,Pineapple,68.95,3.9
4/1/2022,Meegoda,TJC mango,130.27,7
4/1/2022,Meegoda,Banana,64.39,23.7
4/1/2022,Meegoda,Pineapple,69.86,4.6
4/1/2022,Narahenpita,TJC mango,138.43,7
4/1/2022,Narahenpita,Banana,57.65,17.7
4/1/2022,Narahenpita,Pineapple,73.06,3.5
4/1/2022,Embilipitiya,TJC mango,103.57,8.6
4/1/2022,Embilipitiya,Banana,57.14,16.4
4/1/2022,Embilipitiya,Pineapple,89,4
4/2/2022,Dambulla,TJC mango,108.59,7.9
4/2/2022,Dambulla,Banana,87.74,20.6
4/2/2022,Dambulla,Pineapple,75.79,5.5
4/2/2022,Pettah,TJC mango,131.87,10.6
4/2/2022,Pettah,Banana,70.64,20
4/2/2022,Pettah,Pineapple,69.27,4.6
4/2/2022,Meegoda,TJC mango,118.37,6.2
4/2/2022,Meegoda,Banana,73.02,21.7
4/2/2022,Meegoda,Pineapple,93.49,5
4/2/2022,Narahenpita,TJC mango,135.38,7.8
4/2/2022,Narahenpita,Banana,54.34,24.2
4/2/2022,Narahenpita,Pineapple,89.7,3.5
4/2/2022,Embilipitiya,TJC mango,107.46,8.1
4/2/2022,Embilipitiya,Banana,61.53,21.4
4/2/2022,Embilipitiya,Pineapple,83.52,3.7
4/3/2022,Dambulla,TJC mango,90.82,4.4
4/3/2022,Dambulla,Banana,69.07,25.2
4/3/2022,Dambulla,Pineapple,83.03,4.7
4/3/2022,Pettah,TJC mango,118.33,6.9
4/3/2022,Pettah,Banana,69.23,20
4/3/2022,Pettah,Pineapple,98.83,3.2
4/3/2022,Meegoda,TJC mango,137.46,5.8
4/3/2022,Meegoda,Banana,70.36,10.1
4/3/2022,Meegoda,Pineapple,85.45,3.8
4/3/2022,Narahenpita,TJC mango,114.77,9.4
4/3/2022,Narahenpita,Banana,62.62,17.5
4/3/2022,Narahenpita,Pineapple,76.21,5.1
4/3/2022,Embilipitiya,TJC mango,104.98,10.9
4/3/2022,Embilipitiya,Banana,65.52,8.8
4/3/2022,Embilipitiya,Pineapple,81.32,5
4/4/2022,Dambulla,TJC mango,138.86,8.9
4/4/2022,Dambulla,Banana,60.39,20.8
4/4/2022,Dambulla,Pineapple,91.19,3.5
4/4/2022,Pettah,TJC mango,131.6,8.5
4/4/2022,Pettah,Banana,67.32,21
4/4/2022,Pettah,Pineapple,91.02,4.8
4/4/2022,Meegoda,TJC mango,109.6,11
4/4/2022,Meegoda,Banana,55,26.1
4/4/2022,Meegoda,Pineapple,88.38,4.8
4/4/2022,Narahenpita,TJC mango,119.19,9.8
4/4/2022,Narahenpita,Banana,62.46,20.2
4/4/2022,Narahenpita,Pineapple,75.49,5.7
4/4/2022,Embilipitiya,TJC mango,123.17,7.2
4/4/2022,Embilipitiya,Banana,59.71,16.3
4/4/2022,Embilipitiya,Pineapple,81.49,3.3
4/5/2022,Dambulla,TJC mango,122.37,10.8
4/5/2022,Dambulla,Banana,66.36,17.5
4/5/2022,Dambulla,Pineapple,65.01,3.1
4/5/2022,Pettah,TJC mango,124.04,9.2
4/5/2022,Pettah,Banana,70.87,17.1
4/5/2022,Pettah,Pineapple,73.8,4.2
4/5/2022,Meegoda,TJC mango,138.06,8.3
4/5/2022,Meegoda,Banana,74.91,15.6
4/5/2022,Meegoda,Pineapple,102.42,3.3
4/5/2022,Narahenpita,TJC mango,117.23,9.4
4/5/2022,Narahenpita,Banana,47.41,27.9
4/5/2022,Narahenpita,Pineapple,57.36,6.4
4/5/2022,Embilipitiya,TJC mango,129.33,8.2
4/5/2022,Embilipitiya,Banana,66.45,17.2
4/5/2022,Embilipitiya,Pineapple,91.76,3.2
4/6/2022,Dambulla,TJC mango,121.74,9.7
4/6/2022,Dambulla,Banana,55.41,25.3
4/6/2022,Dambulla,Pineapple,77.22,3.9
4/6/2022,Pettah,TJC mango,110.38,6.5
4/6/2022,Pettah,Banana,63.16,19.5
4/6/2022,Pettah,Pineapple,73.34,3.7
4/6/2022,Meegoda,TJC mango,123.04,6.9
4/6/2022,Meegoda,Banana,51.46,22.5
4/6/2022,Meegoda,Pineapple,66.32,3.8
4/6/2022,Narahenpita,TJC mango,113.74,9.4
4/6/2022,Narahenpita,Banana,54.69,27.3
4/6/2022,Narahenpita,Pineapple,79.31,2.5
4/6/2022,Embilipitiya,TJC mango,119.25,7.9
4/6/2022,Embilipitiya,Banana,77.09,9.9
4/6/2022,Embilipitiya,Pineapple,67.88,3.4
4/7/2022,Dambulla,TJC mango,91.76,8.4
4/7/2022,Dambulla,Banana,72.44,24.8
4/7/2022,Dambulla,Pineapple,87.12,5.6
4/7/2022,Pettah,TJC mango,134.7,9.9
4/7/2022,Pettah,Banana,70.08,22.5
4/7/2022,Pettah,Pineapple,75.36,3.9
4/7/2022,Meegoda,TJC mango,105.21,8.4
4/7/2022,Meegoda,Banana,63.95,19
4/7/2022,Meegoda,Pineapple,77.33,4.6
4/7/2022,Narahenpita,TJC mango,107.34,11.8
4/7/2022,Narahenpita,Banana,59.96,18.9
4/7/2022,Narahenpita,Pineapple,64.74,4.4
4/7/2022,Embilipitiya,TJC mango,109.69,6.1
4/7/2022,Embilipitiya,Banana,56.52,11.7
4/7/2022,Embilipitiya,Pineapple,85.49,5
4/8/2022,Dambulla,TJC mango,102.65,8.9
4/8/2022,Dambulla,Banana,65.65,14.5
4/8/2022,Dambulla,Pineapple,83.5,3.7
4/8/2022,Pettah,TJC mango,152.47,5.2
4/8/2022,Pettah,Banana,64.11,13.2
4/8/2022,Pettah,Pineapple,65.86,4.6
4/8/2022,Meegoda,TJC mango,124.83,8.3
4/8/2022,Meegoda,Banana,62.71,10.3
4/8/2022,Meegoda,Pineapple,78.8,3.3
4/8/2022,Narahenpita,TJC mango,102.69,11
4/8/2022,Narahenpita,Banana,47.18,12.3
4/8/2022,Narahenpita,Pineapple,84.44,3.2
4/8/2022,Embilipitiya,TJC mango,153.48,9
4/8/2022,Embilipitiya,Banana,58.13,18.5
4/8/2022,Embilipitiya,Pineapple,87.25,3.1
4/9/2022,Dambulla,TJC mango,110.61,10.8
4/9/2022,Dambulla,Banana,68.45,19.6
4/9/2022,Dambulla,Pineapple,82.69,4.5
4/9/2022,Pettah,TJC mango,98.1,10.8
4/9/2022,Pettah,Banana,59.52,22.3
4/9/2022,Pettah,Pineapple,80.97,2.7
4/9/2022,Meegoda,TJC mango,101.81,4.5
4/9/2022,Meegoda,Banana,53.82,25.7
4/9/2022,Meegoda,Pineapple,88.31,3
4/9/2022,Narahenpita,TJC mango,98.8,9.1
4/9/2022,Narahenpita,Banana,61.28,15.7
4/9/2022,Narahenpita,Pineapple,79.09,1.8
4/9/2022,Embilipitiya,TJC mango,129.81,8.4
4/9/2022,Embilipitiya,Banana,67.59,21.4
4/9/2022,Embilipitiya,Pineapple,85.9,5.4
4/10/2022,Dambulla,TJC mango,88.2,7.4
4/10/2022,Dambulla,Banana,48.12,14.5
4/10/2022,Dambulla,Pineapple,81.74,4.9
4/10/2022,Pettah,TJC mango,121.08,11.6
4/10/2022,Pettah,Banana,59.03,28.1
4/10/2022,Pettah,Pineapple,83.43,4.4
4/10/2022,Meegoda,TJC mango,127.95,9.1
4/10/2022,Meegoda,Banana,51.65,20.7
4/10/2022,Meegoda,Pineapple,75.89,4.1
4/10/2022,Narahenpita,TJC mango,112,9.1
4/10/2022,Narahenpita,Banana,59.62,9.8
4/10/2022,Narahenpita,Pineapple,75.06,3.9
4/10/2022,Embilipitiya,TJC mango,110.52,12.9
4/10/2022,Embilipitiya,Banana,58.47,17.2
4/10/2022,Embilipitiya,Pineapple,87.23,2.4
4/11/2022,Dambulla,TJC mango,118.21,10.2
4/11/2022,Dambulla,Banana,56.49,20.8
4/11/2022,Dambulla,Pineapple,59.03,3.5
4/11/2022,Pettah,TJC mango,115.66,9.7
4/11/2022,Pettah,Banana,53.97,17.4
4/11/2022,Pettah,Pineapple,78.28,5.4
4/11/2022,Meegoda,TJC mango,99.37,6.2
4/11/2022,Meegoda,Banana,56.21,16.9
4/11/2022,Meegoda,Pineapple,75.01,2.6
4/11/2022,Narahenpita,TJC mango,127.97,6.2
4/11/2022,Narahenpita,Banana,63.92,10.5
4/11/2022,Narahenpita,Pineapple,83.02,4
4/11/2022,Embilipitiya,TJC mango,118.38,8.4
4/11/2022,Embilipitiya,Banana,65.89,16.2
4/11/2022,Embilipitiya,Pineapple,77.69,3.6
4/12/2022,Dambulla,TJC mango,125.46,9.9
4/12/2022,Dambulla,Banana,57.1,17.4
4/12/2022,Dambulla,Pineapple,83.32,3.9
4/12/2022,Pettah,TJC mango,134.25,8.4
4/12/2022,Pettah,Banana,55.86,15.9
4/12/2022,Pettah,Pineapple,77.31,3.5
4/12/2022,Meegoda,TJC mango,114.33,6.9
4/12/2022,Meegoda,Banana,56.33,20.3
4/12/2022,Meegoda,Pineapple,87.45,2.6
4/12/2022,Narahenpita,TJC mango,118.18,7.3
4/12/2022,Narahenpita,Banana,62.51,14.2
4/12/2022,Narahenpita,Pineapple,94.56,4.2
4/12/2022,Embilipitiya,TJC mango,116.44,8.7
4/12/2022,Embilipitiya,Banana,50.33,26.9
4/12/2022,Embilipitiya,Pineapple,94.19,3.9
4/13/2022,Dambulla,TJC mango,96.51,5.7
4/13/2022,Dambulla,Banana,54.53,13.2
4/13/2022,Dambulla,Pineapple,82.77,6.8
4/13/2022,Pettah,TJC mango,115.34,7.5
4/13/2022,Pettah,Banana,66.24,16.8
4/13/2022,Pettah,Pineapple,84.85,4.9
4/13/2022,Meegoda,TJC mango,118.38,7.9
4/13/2022,Meegoda,Banana,45.66,9.2
4/13/2022,Meegoda,Pineapple,73.55,3.2
4/13/2022,Narahenpita,TJC mango,124.31,13.1
4/13/2022,Narahenpita,Banana,69.6,20.9
4/13/2022,Narahenpita,Pineapple,75.42,2.2
4/13/2022,Embilipitiya,TJC mango,111.34,8.5
4/13/2022,Embilipitiya,Banana,62.96,15.4
4/13/2022,Embilipitiya,Pineapple,79.72,4.6
4/14/2022,Dambulla,TJC mango,134.95,7.5
4/14/2022,Dambulla,Banana,54.23,18.4
4/14/2022,Dambulla,Pineapple,71.58,3.6
4/14/2022,Pettah,TJC mango,99.65,11.2
4/14/2022,Pettah,Banana,57.48,12.2
4/14/2022,Pettah,Pineapple,74.7,4.9
4/14/2022,Meegoda,TJC mango,120.23,6
4/14/2022,Meegoda,Banana,56.35,13.8
4/14/2022,Meegoda,Pineapple,86.56,4.3
4/14/2022,Narahenpita,TJC mango,112.82,7.8
4/14/2022,Narahenpita,Banana,39.49,14.4
4/14/2022,Narahenpita,Pineapple,92.15,3.4
4/14/2022,Embilipitiya,TJC mango,128.03,10.1
4/14/2022,Embilipitiya,Banana,73.39,11.9
4/14/2022,Embilipitiya,Pineapple,91.73,2.3
4/15/2022,Dambulla,TJC mango,129.3,7.8
4/15/2022,Dambulla,Banana,55.56,2.7
4/15/2022,Dambulla,Pineapple,90.29,3
4/15/2022,Pettah,TJC mango,140.29,9.2
4/15/2022,Pettah,Banana,71.86,18.6
4/15/2022,Pettah,Pineapple,101.89,3
4/15/2022,Meegoda,TJC mango,123.53,8.5
4/15/2022,Meegoda,Banana,60.71,15
4/15/2022,Meegoda,Pineapple,93.05,4.6
4/15/2022,Narahenpita,TJC mango,118.55,8.7
4/15/2022,Narahenpita,Banana,70.1,16.6
4/15/2022,Narahenpita,Pineapple,86.38,5.1
4/15/2022,Embilipitiya,TJC mango,97.01,9.8
4/15/2022,Embilipitiya,Banana,54.03,15.3
4/15/2022,Embilipitiya,Pineapple,90.13,3.2
4/16/2022,Dambulla,TJC mango,122.33,5.7
4/16/2022,Dambulla,Banana,45.02,15.9
4/16/2022,Dambulla,Pineapple,81.08,3.5
4/16/2022,Pettah,TJC mango,122.86,12.3
4/16/2022,Pettah,Banana,51.39,16.6
4/16/2022,Pettah,Pineapple,72.55,5.4
4/16/2022,Meegoda,TJC mango,133.64,6.5
4/16/2022,Meegoda,Banana,52.67,14.2
4/16/2022,Meegoda,Pineapple,83.85,3.8
4/16/2022,Narahenpita,TJC mango,124.71,10.7
4/16/2022,Narahenpita,Banana,62.52,21
4/16/2022,Narahenpita,Pineapple,80.22,6.5
4/16/2022,Embilipitiya,TJC mango,130.79,5.7
4/16/2022,Embilipitiya,Banana,48.26,15.2
4/16/2022,Embilipitiya,Pineapple,89.99,6.3
4/17/2022,Dambulla,TJC mango,118.87,12.3
4/17/2022,Dambulla,Banana,52.83,20.7
4/17/2022,Dambulla,Pineapple,79.52,3.5
4/17/2022,Pettah,TJC mango,111.31,9.7
4/17/2022,Pettah,Banana,51.26,21.6
4/17/2022,Pettah,Pineapple,71.64,1.8
4/17/2022,Meegoda,TJC mango,131.65,8.1
4/17/2022,Meegoda,Banana,56.67,20.7
4/17/2022,Meegoda,Pineapple,80.96,2.5
4/17/2022,Narahenpita,TJC mango,139.02,5.2
4/17/2022,Narahenpita,Banana,61.91,16.6
4/17/2022,Narahenpita,Pineapple,80.74,4.9
4/17/2022,Embilipitiya,TJC mango,123.39,11.4
4/17/2022,Embilipitiya,Banana,65.11,12.8
4/17/2022,Embilipitiya,Pineapple,89.83,4.5
4/18/2022,Dambulla,TJC mango,98.23,9.4
4/18/2022,Dambulla,Banana,56.36,13
4/18/2022,Dambulla,Pineapple,88.46,3.5
4/18/2022,Pettah,TJC mango,123.49,7.6
4/18/2022,Pettah,Banana,45.01,23.8
4/18/2022,Pettah,Pineapple,71.45,2.4
4/18/2022,Meegoda,TJC mango,,
4/18/2022,Meegoda,Banana,50.08,17.8
4/18/2022,Meegoda,Pineapple,75.94,6.1
4/18/2022,Narahenpita,TJC mango,129.29,9
4/18/2022,Narahenpita,Banana,58.31,11
4/18/2022,Narahenpita,Pineapple,79.62,2.5
4/18/2022,Embilipitiya,TJC mango,120.34,5.4
4/18/2022,Embilipitiya,Banana,59.99,26.7
4/18/2022,Embilipitiya,Pineapple,64.72,3.7
4/19/2022,Dambulla,TJC mango,148.54,10.6
4/19/2022,Dambulla,Banana,50.38,21
4/19/2022,Dambulla,Pineapple,76.98,6.5
4/19/2022,Pettah,TJC mango,120,12.3
4/19/2022,Pettah,Banana,59.58,10.5
4/19/2022,Pettah,Pineapple,60.23,4.8
4/19/2022,Meegoda,TJC mango,105.74,8.5
4/19/2022,Meegoda,Banana,45.28,21.7
4/19/2022,Meegoda,Pineapple,73.76,5.1
4/19/2022,Narahenpita,TJC mango,116.89,7.7
4/19/2022,Narahenpita,Banana,54.54,8.7
4/19/2022,Narahenpita,Pineapple,97.87,2.5
4/19/2022,Embilipitiya,TJC mango,116.59,11
4/19/2022,Embilipitiya,Banana,72.42,19.9
4/19/2022,Embilipitiya,Pineapple,73.8,3.6
4/20/2022,Dambulla,TJC mango,144.05,10.5
4/20/2022,Dambulla,Banana,59.82,14.7
4/20/2022,Dambulla,Pineapple,87.19,3.8
4/20/2022,Pettah,TJC mango,95.64,6.5
4/20/2022,Pettah,Banana,55.99,16.7
4/20/2022,Pettah,Pineapple,88.67,6.1
4/20/2022,Meegoda,TJC mango,145.02,9.5
4/20/2022,Meegoda,Banana,64.55,20.3
4/20/2022,Meegoda,Pineapple,73.9,3.4
4/20/2022,Narahenpita,TJC mango,108.88,10.9
4/20/2022,Narahenpita,Banana,66.88,24.9
4/20/2022,Narahenpita,Pineapple,,
4/20/2022,Embilipitiya,TJC mango,147.81,9.6
4/20/2022,Embilipitiya,Banana,44.16,28.7
4/20/2022,Embilipitiya,Pineapple,75.59,4.6
4/21/2022,Dambulla,TJC mango,116.94,10.4
4/21/2022,Dambulla,Banana,63.42,12.3
4/21/2022,Dambulla,Pineapple,76.3,5.5
4/21/2022,Pettah,TJC mango,113.02,7.9
4/21/2022,Pettah,Banana,50.89,19.6
4/21/2022,Pettah,Pineapple,88.13,4.6
4/21/2022,Meegoda,TJC mango,131.57,6.4
4/21/2022,Meegoda,Banana,65.6,8.7
4/21/2022,Meegoda,Pineapple,77.5,2.9
4/21/2022,Narahenpita,TJC mango,134,10.8
4/21/2022,Narahenpita,Banana,65.17,15.7
4/21/2022,Narahenpita,Pineapple,85.7,4.2
4/21/2022,Embilipitiya,TJC mango,121.12,9.2
4/21/2022,Embilipitiya,Banana,62.62,26.2
4/21/2022,Embilipitiya,Pineapple,66.23,3.9
4/22/2022,Dambulla,TJC mango,121.1,9.6
4/22/2022,Dambulla,Banana,72.18,23.2
4/22/2022,Dambulla,Pineapple,103.95,3.4
4/22/2022,Pettah,TJC mango,107.78,6.2
4/22/2022,Pettah,Banana,59.97,19
4/22/2022,Pettah,Pineapple,81.93,4.9
4/22/2022,Meegoda,TJC mango,116.91,10.8
4/22/2022,Meegoda,Banana,65.05,28.7
4/22/2022,Meegoda,Pineapple,85.82,3.6
4/22/2022,Narahenpita,TJC mango,116.3,8.3
4/22/2022,Narahenpita,Banana,,
4/22/2022,Narahenpita,Pineapple,74.79,5.2
4/22/2022,Embilipitiya,TJC mango,127.44,8.2
4/22/2022,Embilipitiya,Banana,64.46,15.3
4/22/2022,Embilipitiya,Pineapple,88.06,3.6
4/23/2022,Dambulla,TJC mango,96.85,9
4/23/2022,Dambulla,Banana,68.07,22.7
4/23/2022,Dambulla,Pineapple,68.07,3.4
4/23/2022,Pettah,TJC mango,83.53,8
4/23/2022,Pettah,Banana,53.94,13
4/23/2022,Pettah,Pineapple,68.08,4.3
4/23/2022,Meegoda,TJC mango,100.83,7.9
4/23/2022,Meegoda,Banana,58.72,28.3
4/23/2022,Meegoda,Pineapple,77.5,2.6
4/23/2022,Narahenpita,TJC mango,88.84,7.7
4/23/2022,Narahenpita,Banana,71.93,17.3
4/23/2022,Narahenpita,Pineapple,72.74,5.2
4/23/2022,Embilipitiya,TJC mango,97.24,9.6
4/23/2022,Embilipitiya,Banana,52.25,14.3
4/23/2022,Embilipitiya,Pineapple,73.59,1.7
4/24/2022,Dambulla,TJC mango,124.8,11.4
4/24/2022,Dambulla,Banana,56.58,16.2
4/24/2022,Dambulla,Pineapple,74.13,6
4/24/2022,Pettah,TJC mango,118.44,9.4
4/24/2022,Pettah,Banana,70.39,21
4/24/2022,Pettah,Pineapple,77.28,4.9
4/24/2022,Meegoda,TJC mango,141.28,9.9
4/24/2022,Meegoda,Banana,67.43,12.2
4/24/2022,Meegoda,Pineapple,84.92,3.9
4/24/2022,Narahenpita,TJC mango,127.21,7.9
4/24/2022,Narahenpita,Banana,59.69,16.9
4/24/2022,Narahenpita,Pineapple,76.12,1.8
4/24/2022,Embilipitiya,TJC mango,134.19,5.8
4/24/2022,Embilipitiya,Banana,44.72,9.1
